id;pt_BR;en;fr;it;nl;pt;es;de
Nasa>8105;[[P1\NA\5107]]Nada.;[[P1\NA\5107]]Nothing.;[[P1\NA\5107]]Rien.;[[P1\NA\5107]]Niente.;[[P1\NA\5107]]Niets.;[[P1\NA\5107]]Nada.;[[P1\NA\5107]]Nada.;[[P1\NA\5107]]Gar nichts.
Nasa>8200;[[P1\NA\8200]]A estação de força. ($ 35,000,000);[[P1\NA\8200]]The power station. ($ 35,000,000);[[P1\NA\8200]]La centrale électrique. (35 000 000 €);[[P1\NA\8200]]La centrale elettrica (35.000.000 $);[[P1\NA\8200]]Het krachtstation (35.000.000 $);[[P1\NA\8200]]A central eléctrica. (35 000 000$);[[P1\NA\8200]]La estación transformadora. (35.000.000 Pts);[[P1\NA\8200]]Das Umspannwerk. (35.000.000 €)
Nasa>8201;[[P1\NA\8201]]Os painéis solares. ($ 80,000,000);[[P1\NA\8201]]The solar panels. ($ 80,000,000);[[P1\NA\8201]]Les panneaux solaires. (80 000 000 €);[[P1\NA\8201]]I pannelli solari (80.000.000 $);[[P1\NA\8201]]De zonnepanelen. (80.000.000 $);[[P1\NA\8201]]Os painéis solares. (80 000 000$);[[P1\NA\8201]]Los paneles solares. (80.000.000 Pts);[[P1\NA\8201]]Die Solarpanele. (80.000.000 €)
Nasa>8202;[[P1\NA\5107]]Nada.;[[P1\NA\5107]]Nothing.;[[P1\NA\5107]]Rien.;[[P1\NA\5107]]Niente.;[[P1\NA\5107]]Niets;[[P1\NA\5107]]Nada.;[[P1\NA\5107]]Nada.;[[P1\NA\5107]]Gar nichts.
Nasa>8300;[[NA\7000]]Sinto muito, mas você não tem dinheiro suficiente.;[[NA\7000]]I'm sorry, but you don't have enough money.;[[NA\7000]]Je suis désolé mais vous n'avez pas assez d'argent.;[[NA\7000]]Mi dispiace, ma non ha abbastanza denaro.;[[NA\7000]]Sorry, maar u heeft niet genoeg geld.;[[NA\7000]]Lamento, mas não tem dinheiro suficiente.;[[NA\7000]]Lo siento, pero no tiene suficiente dinero.;[[NA\7000]]Leider haben Sie nicht genug Geld dafür!
Nasa>8301;[[NA\5098]]Você já tem. O que você quer?;[[NA\5098]]You have it already. What would you like instead?;[[NA\5098]]Vous l'avez déjà. Vous prendrez plutôt autre chose ?;[[NA\5098]]Ce l'ha già. Invece cosa vuole?;[[NA\5098]]Die heeft u al. Wat wilt u in plaats daarvan?;[[NA\5098]]Já tem isso. O que é que deseja em alternativa?;[[NA\5098]]Eso ya lo tiene. ¿Qué quiere en su lugar?;[[NA\5098]]Das haben Sie schon. Was möchten Sie statt dessen?
Nasa>8302;[[NA\5099]]Ok. Vamos entregar. O que mais você gostaria?;[[NA\5099]]Okay. You will get it soon. What else would you like ?;[[NA\5099]]D'accord. Nous allons vous livrer ça. De quoi d'autre avez-vous besoin ?;[[NA\5099]]OK. L'ordine le verrà inviato. Ha bisogno di qualcos'altro?;[[NA\5099]]Oke. U krijgt hem snel. wat wilt u nog meer ?;[[NA\5099]]Ok. Vai ser entregue brevemente. O que é que deseja mais?;[[NA\5099]]Vale, se lo mandaremos. ¿Quiere algo más?;[[NA\5099]]Okay, wird geliefert. Was möchten Sie sonst noch?
Nasa>9999;[[NA\9999]]Tchau e obrigado por sua visita. Espero vê-lo novamente na NASA.;[[NA\9999]]Bye and thanks for your visit. Hope to see you again at NASA.;[[NA\9999]]Au revoir, et merci de votre visite. J'espère vous revoir bientôt à la NASA.;[[NA\9999]]Arrivederci e grazie per la visita. Torni presto a trovarci.;[[NA\9999]]Tot ziens en bedankt voor uw bezoek. Tot de volgende keer bij de NASA!;[[NA\9999]]Adeus e obrigado pela sua visita. Espero vê-lo de novo na NASA.;[[NA\9999]]Adiós y gracias por su visita. ¡Hasta la próxima!;[[NA\9999]]Auf Wiedersehen und danke für Ihren Besuch. Bis zum nächsten Mal bei der Nasa!
Nasa>10003;[[NA\10003]]Sinto muito, realmente não sou do tipo musical.;[[NA\10003]]Sorry, I'm not musical at all.;[[NA\10003]]Désolé, je ne suis pas du tout musicien.;[[NA\10003]]Spiacente, ma non so suonare.;[[NA\10003]]Sorry, ik bespeel geen instrumenten.;[[NA\10003]]Lamento, mas não sou nada musical.;[[NA\10003]]Lo siento, no entiendo nada de música.;[[NA\10003]]Ich bin leider völlig unmusikalisch.
Nasa>10004;[[NA\10004]]Obrigado, mas eu não bebo.;[[NA\10004]]Thanks, but I don't drink.;[[NA\10004]]Merci, mais je ne bois pas.;[[NA\10004]]Grazie, ma non bevo.;[[NA\10004]]Bedankt, maar ik geef niets om drank.;[[NA\10004]]Obrigado, mas não bebo.;[[NA\10004]]Gracias, pero no bebo.;[[NA\10004]]Danke, aber ich trinke nicht.
Nasa>10006;[[NA\10006]]As peças do meu foguete são tecnologia de ponta. Não precisam ser lubrificadas.;[[NA\10006]]My rocket parts are high-tech. They do not need to be lubricated.;[[NA\10006]]Mes pièces de fusée sont de la haute technologie. Elles n'ont pas besoin d'huile pour être lubrifiées.;[[NA\10006]]I pezzi del mio razzo sono ad alta tecnologia. Non devono essere lubrificati.;[[NA\10006]]Mijn raketonderdelen zijn high-tech. Ze hoeven niet geolied te worden.;[[NA\10006]]As minhas peças para foguetões são de alta tecnologia. Não precisam de lubrificação.;[[NA\10006]]Mis piezas de cohetes son de alta tecnología. No necesitan lubricante.;[[NA\10006]]Meine Raketenteile sind high-tech. Die muß man nicht ölen.
Nasa>10007;[[NA\10013]]Obrigado, mas não preciso deles para os meus foguetes.;[[NA\10013]]Thanks, but I don't need that for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10008;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need them for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10009;[[NA\10009]]É melhor você guardá-lo. Não poderia fazer nada com ele.;[[NA\10009]]You'd better keep it. I couldn't do anything with it.;[[NA\10009]]Gardez-la. Je ne pourrais rien en faire.;[[NA\10009]]È meglio che se lo tenga. Non ci farei nulla.;[[NA\10009]]Je kunt dat beter zelf houden. Ik kan er niets mee doen.;[[NA\10009]]É melhor ficar com ela. Eu não preciso.;[[NA\10009]]Quédesela. No me sirve para nada.;[[NA\10009]]Behalten Sie die mal. Damit kann ich nichts anfangen.
Nasa>10010;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need that for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10011;[[NA\10009]]É melhor você ficar com ele. Não poderia fazer nada com ele.;[[NA\10009]]You'd better keep it. I couldn't do anything with it.;[[NA\10009]]Gardez-la. Je ne pourrais rien en faire.;[[NA\10009]]È meglio che se lo tenga. Non ci farei nulla.;[[NA\10009]]Je kunt dat beter zelf houden. Ik kan er niets mee doen.;[[NA\10009]]É melhor ficar com ela. Eu não preciso.;[[NA\10009]]Quédesela. No me sirve para nada.;[[NA\10009]]Behalten Sie die mal. Damit kann ich nichts anfangen.
Nasa>10012;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need that for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10013;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need that for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10014;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need them for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10015;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need them for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10016;[[NA\10009]]É melhor você ficar com ele. Não poderia fazer nada com ele.;[[NA\10009]]You'd better keep them. I couldn't do anything with them.;[[NA\10009]]Gardez-les. Je ne pourrais rien en faire.;[[NA\10009]]È meglio che se lo tenga. Non ci farei nulla.;[[NA\10009]]Je kunt dat beter zelf houden. Ik kan er niets mee doen.;[[NA\10009]]É melhor ficar com eles. Eu não preciso.;[[NA\10009]]Quédeselos. No me sirven para nada.;[[NA\10009]]Behalten Sie die mal. Damit kann ich nichts anfangen.
Nasa>10017;[[NA\10009]]É melhor você ficar com ele. Não posso fazer nada com ele.;[[NA\10009]]You'd better keep it. I can't do anything with it.;[[NA\10009]]Gardez-la. Je ne pourrais rien en faire.;[[NA\10009]]È meglio che se lo tenga. Non ci farei nulla.;[[NA\10009]]Je kunt dat beter zelf houden. Ik kan er niets mee doen.;[[NA\10009]]É melhor ficar com ela. Eu não preciso.;[[NA\10009]]Quédeselos. No me sirve para nada.;[[NA\10009]]Behalten Sie die mal. Damit kann ich nichts anfangen.
Nasa>10018;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need them for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no los necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10019;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need that for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10020;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need it for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10021;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need it for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10022;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need it for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10023;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need it for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Nasa>10024;[[NA\10013]]Obrigado, mas não preciso disto para os meus foguetes.;[[NA\10013]]Thanks, but I don't need it for my rockets.;[[NA\10013]]Merci, mais je n'ai pas besoin de ça pour mes fusées.;[[NA\10013]]Grazie, ma cio non mi serve per i razzi.;[[NA\10013]]Bedankt, maar dat heb ik niet nodig voor mijn raketten.;[[NA\10013]]Obrigado, mas não preciso disso para os meus foguetões.;[[NA\10013]]Gracias, pero no lo necesito para mis cohetes.;[[NA\10013]]Danke, aber das brauche ich für meine Raketen nicht.
Play>1000;[[P1\]][[*]] %s, [[P1\PL\1000]]Olá!;[[P1\]][[*]] %s, [[P1\PL\1000]]Hello!;[[P1\]][[*]] %s, [[P1\PL\1000]]bonjour !;[[P1\]][[P1\]][[*]] %s, buongiorno!;[[P1\]][[*]] %s, [[P1\PL\1000]]Hallo;[[P1\]][[*]] %s, [[P1\PL\1000]]Olá!;[[P1\]][[P1\]][[*]] %s, Hola!;[[P1\]][[*]] %s, [[P1\PL\1000]]Guten Tag!
Play>1001;[[P1\PL\1001]]Sim? Quais são as novidades?;[[P1\PL\1001]]Yes? What's up?;[[P1\PL\1001]]Oui ? Qu'y a-t-il ?;[[P1\PL\1001]]Sì? Come va?;[[P1\PL\1001]]Ja, wat is er?;[[P1\PL\1001]]Sim? O que é que se passa?;[[P1\PL\1001]]Sí, ¿qué hay?;[[P1\PL\1001]]Ja. Was ist?
Play>1200;[[P1\PL\1200a]]Olá. [[*]] %s [[P1\PL\1200b]]aqui.;[[P1\PL\1200a]]Hello. [[*]] %s [[P1\PL\1200b]]here.;[[P1\PL\1200a]]Bonjour. Ici [[*]] %s.;[[P1\PL\1200a]]Pronto. Qui [[*]] %s.;[[P1\PL\1200]]Hallo. [[*]] %s.;[[P1\PL\1200a]]Está. Daqui fala a [[*]] %s[[P1\PL\1200b]] .;[[P1\PL\1200a]]Hola. [[*]] %s [[P1\PM\1200b]]al habla.;[[P1\PL\1200a]]Hallo, [[*]] %s [[P1\PL\1200b]]hier.
Play>1600;[[P1\PL\1600]]Sim? Quais são as novidades?;[[P1\PL\1600]]Yes? What's up?;[[P1\PL\1600]]Oui ? Qu'y a-t-il ?;[[P1\PL\1600]]Sì? Come va?;[[P1\PL\1600]]Ja, wat is er?;[[P1\PL\1600]]Sim? O que é que se passa?;[[P1\PL\1600]]Sí, ¿qué hay?;[[P1\PL\1600]]Was gibt's?
Play>1601;[[P1\PL\1601]]Alâ? - Estalo , estalo - Você está me ouvindo? - zisch -  Alô? Alô? A ligação está ruim. Não consigo ouvir. Alô? Alô?;[[P1\PL\1601]]Hello? - Crackle , crackle - Can you hear me? - zisch -  Hello? Hello? The connection's bad. I can't hear you. Hello? Hello?;[[P1\PL\1601]]Allô ? Vous m'entendez ? La connexion est très mauvaise. Allô ? Je ne vous entends pas. Allô ? Allô ?!?!;[[P1\PL\1601]]Pronto? Il collegamento è pessimo. Non sento niente. Pronto? Pronto?;[[P1\PL\1601]]Hallo? - Krrkk - Kun je me horen? - Krrk - Hallo? Hallo?;[[P1\PL\1601]]Está? - Crackle , crackle - Consegues ouvir-me? - zisch -  Está? Está? A ligação está má. Não o consigo ouvir. Está? Está?;[[P1\PL\1601]]¿Hola? Se ha cortado la comunicación. No te oigo. ¿Hola?;[[P1\PL\1601]]Hallo, die Verbindung ist abgebrochen. Ich höre dich nicht. Hallo? Hallo?
Play>1602;[[P1\PL\1602]]Nunca mais me ligue!;[[P1\PL\1602]]Don't ever call me again!;[[P1\PL\1602]]Ne m'appelez plus jamais !;[[P1\PL\1602]]Non chiami più!;[[P1\PL\1602]]Bel me nooit meer op!;[[P1\PL\1602]]Não volte a telefonar-me!;[[P1\PL\1602]]¡No vuelvas a llamarme!;[[P1\PL\1602]]Ruf mich nie wieder an!
Play>2000;[[P1\PL\2000]]Como vão os negócios?;[[P1\PL\2000]]How's business?;[[P1\PL\2000]]Comment vont les affaires ?;[[P1\PL\2000]]Come vanno gli affari?;[[P1\PL\2000]]Hoe gaat het met de zaken?;[[P1\PL\2000]]Como é que vai o negócio?;[[P1\PL\2000]]¿Cómo va el negocio?;[[P1\PL\2000]]Wie läuft das Geschäft?
Play>2001;[[P1\PL\2001]]É a respeito de nossas relações de negócios...;[[P1\PL\2001]]It's about our business relations...;[[P1\PL\2001]]C'est à propos de nos relations professionnelles...;[[P1\PL\2001]]Si tratta dei nostri rapporti commerciali...;[[P1\PL\2001]]Het gaat over zakenrelaties...;[[P1\PL\2001]]É sobre as nossas relações comerciais...;[[P1\PL\2001]]Se trata de nuestras relaciones comerciales...;[[P1\PL\2001]]Es geht um unsere Geschäftsbeziehungen...
Play>2002;[[P1\PL\2002]]Tchau, eu tenho que ir agora.;[[P1\PL\2002]]Bye, I have to go now.;[[P1\PL\2002]]Salut, je dois y aller.;[[P1\PL\2002]]Arrivederci, ora devo andare.;[[P1\PL\2002]]Tot ziens, ik moet nu gaan.;[[P1\PL\2002]]Adeus, tenho de ir.;[[P1\PL\2002]]Chao, me tengo que ir.;[[P1\PL\2002]]Tschüss, ich muß weiter.
Play>2010;[[P1\PL\2000]]Como vão os negócios?;[[P1\PL\2000]]How's business?;[[P1\PL\2000]]Comment vont les affaires ?;[[P1\PL\2000]]Come vanno gli affari?;[[P1\PL\2000]]Hoe gaat het met de zaken?;[[P1\PL\2000]]Como é que vai o negócio?;[[P1\PL\2000]]¿Cómo va el negocio?;[[P1\PL\2000]]Wie läuft das Geschäft?
Play>2011;[[P1\PL\2001]]É a respeito de nossas relações de negócios ...;[[P1\PL\2001]]It's about our business relations...;[[P1\PL\2001]]C'est à propos de nos relations professionnelles...;[[P1\PL\2001]]Si tratta dei nostri rapporti commerciali...;[[P1\PL\2001]]Het gaat over zakenrelaties...;[[P1\PL\2001]]É sobre as nossas relações comerciais...;[[P1\PL\2001]]Se trata de nuestras relaciones comerciales...;[[P1\PL\2001]]Es geht um unsere Geschäftsbeziehungen...
Play>2012;[[P1\PL\2012]]Olhe, comprei este presente prá você: uma caixa de doces.;[[P1\PL\2012]]Here, I bought this present for you: a box of candy.;[[P1\PL\2012]]Tenez, j'ai acheté ce cadeau pour vous : une boîte de bonbons.;[[P1\PL\2012]]Ecco, le ho comprato un regalo: una scatola di cioccolatini.;[[P1\PL\2012]]Hier, ik heb een cadeau voor je gekocht: bonbons.;[[P1\PL\2012]]Tome, comprei este presente para si: uma caixa de bombons.;[[P1\PL\2012]]Toma, un regalo: son bombones.;[[P1\PL\2012]]Hier, ich habe ein Geschenk für Dich: Pralinen.
Play>2013;[[P1\PL\2002]]Tchau, eu tenho que ir agora.;[[P1\PL\2002]]Bye, I have to go now.;[[P1\PL\2002]]Salut, je dois y aller.;[[P1\PL\2002]]Arrivederci, ora devo andare.;[[P1\PL\2002]]Tot ziens, ik moet nu gaan.;[[P1\PL\2002]]Adeus, tenho de ir.;[[P1\PL\2002]]Chao, me tengo que ir.;[[P1\PL\2002]]Tschüss, ich muß weiter.
Play>2020;[[P1\PL\2000]]Como vão os negócios?;[[P1\PL\2000]]How's business?;[[P1\PL\2000]]Comment vont les affaires ?;[[P1\PL\2000]]Come vanno gli affari?;[[P1\PL\2000]]Hoe gaat het met de zaken?;[[P1\PL\2000]]Como é que vai o negócio?;[[P1\PL\2000]]¿Cómo va el negocio?;[[P1\PL\2000]]Wie läuft das Geschäft?
Play>2021;[[P1\PL\2001]]É a respeito de nossas relações de negócios...;[[P1\PL\2001]]It's about our business relations...;[[P1\PL\2001]]C'est à propos de nos relations professionnelles...;[[P1\PL\2001]]Si tratta dei nostri rapporti commerciali...;[[P1\PL\2001]]Het gaat over zakenrelaties...;[[P1\PL\2001]]É sobre as nossas relações comerciais...;[[P1\PL\2001]]Se trata de nuestras relaciones comerciales...;[[P1\PL\2001]]Es geht um unsere Geschäftsbeziehungen...
Play>2022;[[P1\PL\2022]]Vamos conversar um pouco.;[[P1\PL\2022]]Let's chat a bit.;[[P1\PL\2022]]Discutons un peu.;[[P1\PL\2022]]Scambiamo due parole...;[[P1\PL\2022]]Laten we een beetje kletsen.;[[P1\PL\2022]]Vamos conversar um bocadinho.;[[P1\PL\2022]]Charlemos un rato.;[[P1\PL\2022]]Laß uns mal chatten...
Play>2023;[[P1\PL\2002]]Tchau, tenho que ir agora.;[[P1\PL\2002]]Bye, I have to go now.;[[P1\PL\2002]]Salut, je dois y aller.;[[P1\PL\2002]]Arrivederci, ora devo andare.;[[P1\PL\2002]]Tot ziens, ik moet nu gaan.;[[P1\PL\2002]]Adeus, tenho de ir.;[[P1\PL\2002]]Chao, me tengo que ir.;[[P1\PL\2002]]Tschüss, ich muß weiter.
Play>2030;[[P1\PL\2000]]Como vão os negócios?;[[P1\PL\2000]]How's business?;[[P1\PL\2000]]Comment vont les affaires ?;[[P1\PL\2000]]Come vanno gli affari?;[[P1\PL\2000]]Hoe gaat het met de zaken?;[[P1\PL\2000]]Como é que vai o negócio?;[[P1\PL\2000]]¿Cómo va el negocio?;[[P1\PL\2000]]Wie läuft das Geschäft?
Play>2031;[[P1\PL\2001]]É a respeito de nossas relações de negócios...;[[P1\PL\2001]]It's about our business relations...;[[P1\PL\2001]]C'est à propos de nos relations professionnelles...;[[P1\PL\2001]]Si tratta dei nostri rapporti commerciali...;[[P1\PL\2001]]Het gaat over zakenrelaties...;[[P1\PL\2001]]É sobre as nossas relações comerciais...;[[P1\PL\2001]]Se trata de nuestras relaciones comerciales...;[[P1\PL\2001]]Es geht um unsere Geschäftsbeziehungen...
Play>2032;[[P1\PL\2012]]Olhe, comprei este presente prá você: uma caixa de doces.;[[P1\PL\2012]]Here, I bought this present for you: A box of candy.;[[P1\PL\2012]]Tenez, j'ai acheté ce cadeau pour vous : une boîte de bonbons.;[[P1\PL\2012]]Ecco, le ho comprato un regalo: una scatola di cioccolatini.;[[P1\PL\2012]]Hier, ik heb een cadeau voor je gekocht: bonbons.;[[P1\PL\2012]]Tome, comprei este presente para ti: uma caixa de bombons.;[[P1\PL\2012]]Toma, un regalo: son bombones.;[[P1\PL\2012]]Hier, ich habe ein Geschenk für Dich: Pralinen.
Play>2033;[[P1\PL\2022]]Vamos conversar um pouco.;[[P1\PL\2022]]Let's chat a bit.;[[P1\PL\2022]]Discutons un peu.;[[P1\PL\2022]]Scambiamo due parole...;[[P1\PL\2022]]Laten we een beetje kletsen.;[[P1\PL\2022]]Vamos conversar um bocadinho.;[[P1\PL\2022]]Charlemos un rato.;[[P1\PL\2022]]Laß uns mal chatten...
Play>2034;[[P1\PL\2002]]Tchau, tenho que ir agora.;[[P1\PL\2002]]Bye, I have to go now.;[[P1\PL\2002]]Salut, je dois y aller.;[[P1\PL\2002]]Arrivederci, ora devo andare.;[[P1\PL\2002]]Tot ziens, ik moet nu gaan.;[[P1\PL\2002]]Adeus, tenho de ir.;[[P1\PL\2002]]Chao, me tengo que ir.;[[P1\PL\2002]]Tschüss, ich muß weiter.
Play>2003;[[P1\PL\2003]]Ok. É só. Tchau!;[[P1\PL\2002]]Bye, I have to go now.;[[P1\PL\2003]]OK. C'est ça. Salut !;[[P1\PL\2003]]OK. È tutto. Arrivederci!;[[P1\PL\2003]]Oke. Dat was het. Tot ziens!;[[P1\PL\2003]]Ok. É tudo. Adeus!;[[P1\PL\2003]]Vale, eso es todo. Adiós.;[[P1\PL\2003]]Okay, das war es auch schon. Tschüss.
Play>2200;[[P1\PL\2200]]Oh, obrigado. Isto é legal.;[[P1\PL\2200]]Oh, thanks. That's nice.;[[P1\PL\2200]]Oh, merci, c'est gentil.;[[P1\PL\2200]]Oh, grazie. Molto gentile.;[[P1\PL\2200]]Oh, bedankt. Dat is aardig;[[P1\PL\2200]]Oh, obrigado. Isso é simpático.;[[P1\PL\2200]]Gracias, muy amable.;[[P1\PL\2200]]Oh, danke. Das ist nett.
Play>2201;[[P1\PL\2201]]Bem. Ok. Obrigado.;[[P1\PL\2201]]Well. Okay. Thank you.;[[P1\PL\2201]]Bien, d'accord. Merci.;[[P1\PL\2201]]Bene, OK. Grazie.;[[P1\PL\2201]]Hmm, vooruit. Bedankt.;[[P1\PL\2201]]Está bem. Obrigado.;[[P1\PL\2201]]Hmm. Vale. Gracias.;[[P1\PL\2201]]Hmm. Naja. Danke.
Play>2202;[[P1\PL\2202]]Oh você realmente não devia.;[[P1\PL\2202]]Oh you really shouldn't have.;[[P1\PL\2202]]Oh, vous n'auriez vraiment pas dû.;[[P1\PL\2202]]Oh, non era necessario!;[[P1\PL\2202]]Grr.. Dat was niet nodig geweest.;[[P1\PL\2202]]Oh, não era necessário.;[[P1\PL\2202]]Hombre, no hacía falta.;[[P1\PL\2202]]Grr. Das wäre nicht nötig gewesen.
Play>2499;[[P1\PL\2010]]Oh. Tenho um encontro importante. Sinto muito. Tchau.;[[P1\PL\2010]]Oh. I have an important appointment. Sorry. Bye.;[[P1\PL\2010]]Oh, j'ai un rendez-vous important. Désolé. Au revoir.;[[P1\PL\2010]]Oh. Ho un importante appuntamento, mi dispiace. Arrivederci.;[[P1\PL\2010]]Oh. Ik heb een belangrijke afspraak. Sorry. Tot ziens.;[[P1\PL\2010]]Oh. Tenho um compromisso importante. Desculpe. Adeus.;[[P1\PL\2010]]Perdón, tengo una cita importante. Adiós.;[[P1\PL\2010]]Sorry, ich habe noch einen wichtigen Termin. Tschüss.
